t(s),Total solute volume 9,Total solute volume 7,Total solute volume 8,Total solute volume 12,Total solute volume 11,Total solute volume 10,Total solute volume 13,Total solute volume 14,Total solute volume 15,Total solute volume 16,Total solute volume 17,Total solute volume 18,Total solute volume 19,Total solute volume 20,Total solute volume 6,Total retention volume 9,Total retention volume 7,Total retention volume 8,Total retention volume 12,Total retention volume 11,Total retention volume 10,Total retention volume 13,Total retention volume 14,Total retention volume 15,Total retention volume 16,Total retention volume 17,Total retention volume 18,Total retention volume 19,Total retention volume 20,Total retention volume 6,Flux surface 28: solute,Flux surface 29: solute,Flux surface 30: solute,Flux surface 31: solute,Flux surface 32: solute,Flux surface 33: solute,Flux surface 34: solute,Flux surface 35: solute,Flux surface 36: solute,Flux surface 37: solute,Flux surface 38: solute,Flux surface 27: solute,Flux surface 26: solute,Flux surface 25: solute,Flux surface 24: solute,Flux surface 23: solute,Average T volume 7,Average T volume 8,Average T volume 12,Average T volume 11,Average T volume 10,Average T volume 13,Average T volume 14,Average T volume 15,Average T volume 16,Average T volume 17,Average T volume 18,Average T volume 19,Average T volume 20,Average T volume 7,Average T volume 8,Average T volume 6,Average T volume 9,Maximum T volume 7,Maximum T volume 8,Maximum T volume 12,Maximum T volume 11,Maximum T volume 10,Maximum T volume 13,Maximum T volume 14,Maximum T volume 15,Maximum T volume 16,Maximum T volume 17,Maximum T volume 18,Maximum T volume 19,Maximum T volume 20,Maximum T volume 7,Maximum T volume 8,Maximum T volume 6,Maximum T volume 9,Average T surface 28,Average T surface 29,Average T surface 30,Average T surface 31,Average T surface 32,Average T surface 33,Average T surface 34,Average T surface 35,Average T surface 36,Average T surface 37,Average T surface 38,Average T surface 27,Average T surface 26,Average T surface 25,Average T surface 24
0,7.202497587896624e+16,1.753279670886642e+20,9.541965547589878e+17,1.8748109713621023e+18,1.5143871278303224e+18,8.2630497848078e+17,2.6718447558692464e+17,3.64454997473138e+17,2.930344338047046e+17,1.6820254012658327e+18,5.436909423341643e+16,3.0366486872945984e+16,7.564841301757968e+16,2.2136215189863053e+17,4.405568905982613e+21,3.5806293730487334e+17,2.0371950244907617e+20,1.0927046461919771e+18,2.4644470620999823e+18,1.8953372594118116e+18,1.0158196109643261e+18,3.547641714065047e+17,4.7458193602077606e+17,3.890221846887138e+17,2.2561168865079729e+18,8.01300351934735e+16,4.412946113018366e+16,1.104643828352172e+17,3.2256661001429126e+17,4.4055689059826144e+21,-2668769870474100.5,-3195832000257290.0,-3897876644037555.0,-538525199014741.9,-743285286998042.5,-592423656134324.8,-3392338728478934.0,-101401638105514.0,-49721035520611.61,-143519772290498.66,-391697550906606.0,-1086257582643586.2,-1014387263865014.5,-991925224772720.2,-996055008630856.4,19897145145144.35,704.9117545214,710.8055025875911,661.5339551502198,673.5998242032415,679.264409188864,660.0898132588595,663.8983683535874,660.7588894546554,657.6306780617305,642.0944833099338,643.7972869402954,643.6001286951099,643.4548208719192,704.9117545214,710.8055025875911,708.9671874133253,746.7017801942053,783.660251931,760.925171645,676.230081801,690.972131236,695.952049325,673.587161165,679.170177153,673.208057121,671.095963686,652.774151738,660.221795971,657.888031402,660.216840463,783.660251931,760.925171645,783.605287848,785.255316883,666.6966987381733,660.0835025822223,649.8866663708976,648.5671683542294,651.7952260164524,649.0770493074255,646.5003658817931,633.2475019856181,634.5367482257066,634.5588647029391,634.4014809686536,606.2834027964237,607.0038897173143,607.4432099470991,606.6191906861269
